Uberstrain,Name,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Disease,Date Entered,Release Date,Barcode,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Clermont Type (ClermonTyping),Clermont Type (EzClermont),fimH (fimTyper)
ESC_EA2195AA,MOD1-EC6848,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O6,,,,,,,29/7/16,1/1/15,ESC_EA2195AA,SRR3972148;ILLUMINA;Paired;300;SRX1984097,Human,Human,"Cervidae, Calamian-Rectum",1996,7,,,North America,United States,California,,,,,,PRJNA230969,SRP058582,SAMN04992214,SRS1589773,B1,B1,fimH32
ESC_EA2206AA,MOD1-EC6833,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O158,,,,,,,29/7/16,1/1/15,ESC_EA2206AA,SRR3972131;ILLUMINA;Paired;300;SRX1984039,Livestock,Bovine,"bovine, cow-Feces",1996,6,,,North America,United States,Michigan,,,,,,PRJNA230969,SRP058582,SAMN04992199,SRS1589749,B1,B1,fimH41
ESC_EA2223AA,MOD1-EC6916,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O116:H38,,,,,,,29/7/16,1/1/15,ESC_EA2223AA,SRR3971186;ILLUMINA;Paired;500;SRX1983916,Livestock,Swine,"porcine, pig-Kidney",1975,1,,,North America,United States,Pennsylvania,,,,,,PRJNA230969,SRP058582,SAMN04992282,SRS1589704,B1,B1,fimH1433
ESC_EA2286AA,MOD1-EC6698,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O58:H56,,,,,,,30/7/16,1/1/15,ESC_EA2286AA,SRR3987648;ILLUMINA;Paired;300;SRX1988979,Human,Human,Homo sapiens; homo sapiens-Blood,1992,10,,,North America,United States,Massachusetts,,,,,,PRJNA230969,SRP058582,SAMN04992528,SRS1592733,B1,,fimH32
ESC_EA2289AA,MOD1-EC6693,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O158:H56,,,,,,,30/7/16,1/1/15,ESC_EA2289AA,SRR3987644;ILLUMINA;Paired;300;SRX1988976,Human,Human,Homo sapiens; homo sapiens-Blood,1992,10,,,North America,United States,Massachusetts,,,,,,PRJNA230969,SRP058582,SAMN04992523,SRS1592730,B1,B1,fimH31
ESC_EA2332AA,MOD1-EC6647,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O86,,,,,,,30/7/16,1/1/15,ESC_EA2332AA,SRR3987568;ILLUMINA;Paired;300;SRX1988912,Human,Human,Homo sapiens; homo sapiens-Feces,1991,2,,,Asia,Saudi Arabia,,,,,,,PRJNA230969,SRP058582,SAMN04992477,SRS1592666,B1,,fimH1325
ESC_EA2356AA,MOD1-EC6547,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O26,,,,,,,30/7/16,1/1/15,ESC_EA2356AA,SRR3987539;ILLUMINA;Paired;300;SRX1988862,Poultry,Avian,"avian, Gallus gallus domesticus-Lung",1990,6,,,North America,United States,Pennsylvania,,,,,,PRJNA230969,SRP058582,SAMN04993169,SRS1592634,B1,B1,fimH24
ESC_EA2361AA,MOD1-EC6539,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O53:H10,,,,,,,30/7/16,1/1/15,ESC_EA2361AA,SRR3987534;ILLUMINA;Paired;300;SRX1988857,Livestock,Bovine,"bovine, cow-Mammary Gland",1990,6,,,North America,United States,Pennsylvania,,,,,,PRJNA230969,SRP058582,SAMN04993161,SRS1592629,B1,,fimH31
ESC_EA2388AA,MOD1-EC5881,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O58:H40,,,,,,,29/7/16,1/1/15,ESC_EA2388AA,SRR3987507;ILLUMINA;Paired;300;SRX1988713,Companion Animal,,kidney,1985,7,,,North America,United States,Pennsylvania,,,,,,PRJNA230969,SRP058582,SAMN05439368,SRS1592485,B1,B1,fimH54
ESC_EA2397AA,MOD1-EC5841,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O401:H21,,,,,,,29/7/16,1/1/15,ESC_EA2397AA,SRR3987498;ILLUMINA;Paired;300;SRX1988694,Livestock,,Intestine-Small,1984,7,,,North America,United States,Pennsylvania,,,,,,PRJNA230969,SRP058582,SAMN05439377,SRS1592467,B1,,fimH41
ESC_EA2446AA,MOD1-EC5714,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O160:H1,,,,,,,31/7/16,1/1/15,ESC_EA2446AA,SRR3988167;ILLUMINA;Paired;300;SRX1989691,Livestock,Bovine,Bos taurus; Feces-Bovine,1981,3,,,North America,United States,Colorado,,,,,,PRJNA230969,SRP058582,SAMN05440445,SRS1593516,B1,,fimH369
ESC_EA2470AA,MOD1-EC5748,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O121:H21,,,,,,,31/7/16,1/1/15,ESC_EA2470AA,SRR3988135;ILLUMINA;Paired;300;SRX1989667,Livestock,Bovine,Bos taurus; bovine Intestine-Small,1982,6,,,North America,United States,Tennessee,,,,,,PRJNA230969,SRP058582,SAMN05439342,SRS1593394,B1,,fimH32
ESC_EA2596AA,MOD1-EC5712,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O155:H24,,,,,,,31/7/16,1/1/15,ESC_EA2596AA,SRR3987979;ILLUMINA;Paired;500;SRX1989324,Livestock,Bovine,Bos taurus; Feces-Bovine,1981,3,,,North America,United States,Colorado,,,,,,PRJNA230969,SRP058582,SAMN05452909,SRS1593066,B1,B1,fimH24
ESC_EA2603AA,MOD1-EC5705,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O78:H40,,,,,,,31/7/16,1/1/15,ESC_EA2603AA,SRR3987972;ILLUMINA;Paired;500;SRX1989317,Poultry,Avian,Gallus gallus; Feces-Chicken,1981,3,,,North America,United States,Colorado,,,,,,PRJNA230969,SRP058582,SAMN05452916,SRS1593060,B1,,fimH54
ESC_EA2654AA,MOD1-EC6334,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O91:H40,,,,,,,31/7/16,1/1/15,ESC_EA2654AA,SRR3987912;ILLUMINA;Paired;300;SRX1989201,Livestock,Bovine,"food, ground beef-Food Sample",1987,8,,,North America,United States,Michigan,,,,,,PRJNA230969,SRP058582,SAMN05440431,SRS1592948,B1,B1,fimH54
ESC_EA2681AA,MOD1-EC5994,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O10:H36,,,,,,,29/7/16,1/1/15,ESC_EA2681AA,SRR3987746;ILLUMINA;Paired;300;SRX1989169,Livestock,Bovine,milk,2010,2,,,North America,United States,New York,,New York,,,,PRJNA230969,SRP058582,SAMN05439432,SRS1592917,B1,B1,fimH54
ESC_EA2738AA,MOD1-EC6266,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O101:H9,,,,,,,31/7/16,1/1/15,ESC_EA2738AA,SRR3987689;ILLUMINA;Paired;500;SRX1989020,Companion Animal,Ovine/Goat (Caprinae),"caprine, Capra , goat-Feces",1986,11,,,North America,United States,,,,,,,PRJNA230969,SRP058582,SAMN05452900,SRS1592772,B1,,fimH54
ESC_EA2753AA,MOD1-EC5661,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O175:H21,,,,,,,31/7/16,1/1/15,ESC_EA2753AA,SRR3987673;ILLUMINA;Paired;500;SRX1989002,Livestock,Bovine,Bos taurus; Feces-Bovine,1980,7,,,North America,United States,Colorado,,,,,,PRJNA230969,SRP058582,SAMN05452862,SRS1592756,B1,B1,fimH54
ESC_EA2802AA,MOD1-EC5546,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O22:H21,,,,,,,1/8/16,1/1/15,ESC_EA2802AA,SRR3989769;ILLUMINA;Paired;300;SRX1991344,Livestock,Bovine,Bos taurus; Feces-Bovine,1979,4,,,North America,United States,Colorado,,,,,,PRJNA230969,SRP058582,SAMN05440390,SRS1594144,B1,,fimH121
ESC_EA2808AA,MOD1-EC5526,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O20:H27,,,,,,,1/8/16,1/1/15,ESC_EA2808AA,SRR3989763;ILLUMINA;Paired;300;SRX1991338,Poultry,Avian,Gallus gallus; Feces-Chicken,1978,6,,,North America,United States,Colorado,,,,,,PRJNA230969,SRP058582,SAMN05440396,SRS1594138,B1,,Unknown
ESC_EA2909AA,MOD1-EC3802,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O104:H7,,,,,,,1/8/16,1/1/15,ESC_EA2909AA,SRR3989588;ILLUMINA;Paired;300;SRX1991191,Livestock,Bovine,Bos taurus; bovine feces,2013,7,,,North America,United States,Kansas,,,,,,PRJNA230969,SRP058582,SAMN05440280,SRS1593991,B1,B1,fimH32
ESC_EA2940AA,MOD1-EC2594,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O104:H7,,,,,,,1/8/16,1/1/15,ESC_EA2940AA,SRR3989506;ILLUMINA;Paired;500;SRX1991151,Livestock,Bovine,Bos taurus; bovine feces,2013,7,,,North America,United States,Kansas,,,,,,PRJNA230969,SRP058582,SAMN05452846,SRS1593951,B1,B1,fimH32
ESC_EA3050AA,MOD1-EC5770,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O39:H21,,,,,,,3/8/16,1/1/15,ESC_EA3050AA,SRR3993844;ILLUMINA;Paired;300;SRX1994848,Livestock,Ovine/Goat (Caprinae),Ovis aries; ovine Lung,1982,9,,,North America,United States,Pennsylvania,,,,,,PRJNA230969,SRP058582,SAMN05468023,SRS1597422,B1,,fimH32
ESC_EA3092AA,MOD1-EC5179,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,3/8/16,1/1/15,ESC_EA3092AA,SRR3993799;ILLUMINA;Paired;300;SRX1994796,Wild Animal,Avian,"avian, goose_Feces",1992,11,,,North America,United States,New York,,New York,,,,PRJNA230969,SRP058582,SAMN04279518,SRS1597370,B1,,fimH32
ESC_EA4081AA,CFSAN046659,FDA/CFSAN,Escherichia coli,,O116:H21,,,,,,,19/8/16,24/7/16,ESC_EA4081AA,SRR3931199;ILLUMINA;Paired;;SRX1960667,Environment,Plant,Spinach,2009,,,,North America,United States,,,,,,,PRJNA312475,SRP078859,SAMN05414504,SRS1570687,B1,,fimH32
ESC_EA4247AA,MOD1-EC3563,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,24/8/16,1/1/15,ESC_EA4247AA,SRR4046411;ILLUMINA;Paired;500;SRX2037306,Livestock,Swine,"feces Sow,Sus scrofa",2014,11,,,North America,United States,Kentucky,,,,,,PRJNA230969,SRP058582,SAMN05596240,SRS1631065,B1,B1,fimH32
ESC_EA5058AA,MOD1-EC3602,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/9/16,1/1/15,ESC_EA5058AA,"SRR5181652;ILLUMINA;Paired;300;SRX2497773,SRR4175531;ILLUMINA;Paired;500;SRX2140753",Livestock,Bovine,"feces Dairy Cow,Bos taurus",2014,12,,,North America,United States,Florida,,,,,,PRJNA230969,SRP058582,SAMN05596404,SRS1672677,B1,B1,fimH54
ESC_EA5874AA,MOD1-EC1634,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O174:H25,,,,,,,20/9/16,1/1/15,ESC_EA5874AA,SRR4263664;ILLUMINA;Paired;300;SRX2176058,Human,Human,Homo sapiens; feces,1988,,,,North America,Canada,,,,,,,PRJNA230969,SRP058582,SAMN05607404,SRS1703352,B1,,fimH32
ESC_EA5939AA,MOD1-EC3759,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,20/9/16,1/1/15,ESC_EA5939AA,SRR4260153;ILLUMINA;Paired;300;SRX2175992,Livestock,Bovine,"feces Steer,Bos taurus",2014,2,,,North America,United States,Texas,,,,,,PRJNA230969,SRP058582,SAMN05596710,SRS1703286,B1,,fimH53
ESC_EA6247AA,MOD1-EC3530,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,27/9/16,1/1/15,ESC_EA6247AA,SRR4294894;ILLUMINA;Paired;300;SRX2190305,Livestock,Bovine,"feces Steer,Bos taurus",2014,9,,,North America,United States,Pennsylvania,,,,,,PRJNA230969,SRP058582,SAMN05596214,SRS1712878,B1,B1,fimH32
ESC_EA6271AA,MOD1-EC3490,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,27/9/16,1/1/15,ESC_EA6271AA,SRR4294822;ILLUMINA;Paired;300;SRX2190264,Livestock,Bovine,"feces Steer,Bos taurus",2014,9,,,North America,United States,Iowa,,,,,,PRJNA230969,SRP058582,SAMN05596099,SRS1712837,B1,B1,fimH32
ESC_EA6272AA,MOD1-EC3489,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,27/9/16,1/1/15,ESC_EA6272AA,SRR4294821;ILLUMINA;Paired;300;SRX2190263,Livestock,Bovine,"feces Heifer,Bos taurus",2014,9,,,North America,United States,Missouri,,,,,,PRJNA230969,SRP058582,SAMN05596100,SRS1712836,B1,B1,fimH31
ESC_EA6395AA,IA-419718,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O121,,,,,,,30/9/16,1/1/15,ESC_EA6395AA,SRR4301123;ILLUMINA;Paired;500;SRX2195618,Livestock,Bovine,beef Trim,2016,8,,,North America,United States,Iowa,,,,,,PRJNA338681,SRP083072,SAMN05829273,SRS1717551,B1,B1,fimH54
ESC_EA6396AA,IA-2014078789,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,30/9/16,1/1/15,ESC_EA6396AA,SRR4301122;ILLUMINA;Paired;500;SRX2195617,Livestock,Bovine,Beef carcass trim,2014,10,,,North America,United States,Iowa,,,,,,PRJNA338681,SRP083072,SAMN05829272,SRS1717550,B1,,fimH53
ESC_EA8416AA,MOD1-EC1659,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O153:H25,,,,,,,4/10/16,1/1/15,ESC_EA8416AA,SRR4340433;ILLUMINA;Paired;300;SRX2207770,Human,Human,Homo sapiens; feces,1999,,,,North America,United States,Ohio,,,,,,PRJNA230969,SRP058582,SAMN05607382,SRS1725336,B1,B1,fimH32
ESC_FA2108AA,PNUSAE004413,Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch,Escherichia coli,,,,,,,,,9/11/16,8/11/16,ESC_FA2108AA,SRR5004156;ILLUMINA;Paired;;SRX2336015,Environment,Soil/Dust,Stool,2016,8,,,North America,United States,,,,,,,PRJNA218110,SRP046387,SAMN05992170,SRS1789539,B1,B1,fimH27
ESC_FA3864AA,131439,Public Health England,,,,,,,,,,18/11/16,18/11/16,ESC_FA3864AA,SRR5031173;ILLUMINA;Paired;;SRX2356381,Human,Human,Human; Homo sapiens,2015,7,,,Europe,United Kingdom,,,,,,,PRJNA315192,SRP071789,SAMN06030756,SRS1805409,B1,B1,fimH25
ESC_FA3908AA,143527,Public Health England,,,,,,,,,,18/11/16,18/11/16,ESC_FA3908AA,SRR5030800;ILLUMINA;Paired;;SRX2356029,Human,Human,Human; Homo sapiens,2015,8,,,Europe,United Kingdom,,,,,,,PRJNA315192,SRP071789,SAMN06030696,SRS1805078,B1,B1,fimH27
ESC_FA5623AA,E. coli_R31,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,16/12/16,15/12/16,ESC_FA5623AA,ERR1656416;ILLUMINA;Paired;150;ERX1726732,Wild Animal,Swine,Sus scrofa,2015,,,,Europe,Denmark,,,,,55.676098,12.568337,PRJEB15511,ERP017320,SAMEA4464651,ERS1363830,B1,B1,fimH27
ESC_FA5629AA,E. coli_R25,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,16/12/16,15/12/16,ESC_FA5629AA,ERR1656410;ILLUMINA;Paired;150;ERX1726726,Wild Animal,Swine,Sus scrofa,2015,,,,Europe,Denmark,,,,,55.676098,12.568337,PRJEB15511,ERP017320,SAMEA4464645,ERS1363824,B1,B1,fimH27
ESC_FA5636AA,E. coli_R18,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,16/12/16,15/12/16,ESC_FA5636AA,ERR1656403;ILLUMINA;Paired;150;ERX1726719,Wild Animal,Swine,Sus scrofa,2015,,,,Europe,Denmark,,,,,55.676098,12.568337,PRJEB15511,ERP017320,SAMEA4464638,ERS1363817,B1,,fimH27
ESC_FA5637AA,E. coli_R17,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,16/12/16,15/12/16,ESC_FA5637AA,ERR1656402;ILLUMINA;Paired;150;ERX1726718,Wild Animal,Swine,Sus scrofa,2015,,,,Europe,Denmark,,,,,55.676098,12.568337,PRJEB15511,ERP017320,SAMEA4464637,ERS1363816,B1,,fimH27
ESC_FA5638AA,E. coli_R16,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,16/12/16,15/12/16,ESC_FA5638AA,ERR1656401;ILLUMINA;Paired;150;ERX1726717,Wild Animal,Swine,Sus scrofa,2015,,,,Europe,Denmark,,,,,55.676098,12.568337,PRJEB15511,ERP017320,SAMEA4464636,ERS1363815,B1,B1,fimH27
ESC_FA5650AA,E. coli_R4,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,16/12/16,15/12/16,ESC_FA5650AA,ERR1656389;ILLUMINA;Paired;150;ERX1726705,Wild Animal,Swine,Sus scrofa,2015,,,,Europe,Denmark,,,,,55.676098,12.568337,PRJEB15511,ERP017320,SAMEA4464624,ERS1363803,B1,B1,fimH27
ESC_FA5721AA,0000-0061-6754,Brigham & Women's Hospital,Escherichia coli,,,,,,,,,20/12/16,20/12/16,ESC_FA5721AA,SRR5120224;ILLUMINA;Paired;;SRX2435452,Human,Human,urine; Homo sapiens; Age: 80; female,2016,,,,North America,United States,Massachusetts,Suffolk County,Boston,,42.3,-71,PRJNA278886,SRP056445,SAMN06015667,SRS1870443,B1,,fimH32
ESC_FA7784AA,MOD1-EC5900,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O58:H40,,,,,,,19/1/17,1/1/15,ESC_FA7784AA,SRR5187806;ILLUMINA;Paired;300;SRX2503725,Poultry,Avian,egg,1985,5,,,North America,United States,New York,,New York,,,,PRJNA230969,SRP058582,SAMN06240052,SRS1928857,B1,B1,fimH32
ESC_FA7909AA,OH-98240,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,30/1/17,1/1/15,ESC_FA7909AA,"SRR5217525;ILLUMINA;Paired;500;SRX2527674,SRR5217722;ILLUMINA;Paired;500;SRX2527869",Poultry,Avian,"Chicken egg, outside shell (Gallus gallus domesticus)",2016,2,,,North America,United States,Ohio,,,,,,PRJNA338676,SRP083292,SAMN06029189,SRS1948534,B1,B1,fimH31
ESC_GA0224AA,MOD1-EC3061,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,10/3/17,9/3/17,ESC_GA0224AA,SRR5330902;ILLUMINA;Paired;300;SRX2629897,Livestock,Swine,"feces Sow,Sus scrofa",2014,5,,,North America,United States,South Carolina,,,,,,PRJNA230969,SRP058582,SAMN05597016,SRS2039733,B1,,fimH32
ESC_GA0285AA,MOD1-EC3753,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,10/3/17,9/3/17,ESC_GA0285AA,SRR5330817;ILLUMINA;Paired;300;SRX2629812,Livestock,Bovine,"feces Dairy Cow,Bos taurus",2014,2,,,North America,United States,California,,,,,,PRJNA230969,SRP058582,SAMN05596717,SRS2039658,B1,B1,fimH1157
ESC_GA0286AA,MOD1-EC3619,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,10/3/17,9/3/17,ESC_GA0286AA,SRR5330816;ILLUMINA;Paired;300;SRX2629811,Poultry,Avian,"feces Young Turkey,Meleagris gallopavo",2014,12,,,North America,United States,North Carolina,,,,,,PRJNA230969,SRP058582,SAMN05596471,SRS2039657,B1,B1,fimH27
ESC_GA0717AA,PSU-0037,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,15/3/17,14/3/17,ESC_GA0717AA,SRR5341958;ILLUMINA;Paired;500;SRX2638640,Livestock,Bovine,Cow,1997,,,,North America,United States,North Dakota,,,,,,PRJNA357722,SRP101500,SAMN06560610,SRS2046627,B1,B1,fimH32
ESC_GA0723AA,PSU-0027,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,15/3/17,14/3/17,ESC_GA0723AA,SRR5341919;ILLUMINA;Paired;500;SRX2638601,Livestock,Bovine,Cow,1997,,,,North America,United States,North Dakota,,,,,,PRJNA357722,SRP101500,SAMN06555526,SRS2046588,B1,B1,fimH32
ESC_GA0724AA,PSU-0026,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,15/3/17,14/3/17,ESC_GA0724AA,SRR5341918;ILLUMINA;Paired;500;SRX2638600,Wild Animal,Other Mammal,Prairie Dog,1997,,,,North America,United States,Pennsylvania,,,,,,PRJNA357722,SRP101500,SAMN06555527,SRS2046587,B1,B1,fimH369
ESC_GA2599AA,FSIS1700393,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,O124,,,,,,,14/4/17,14/4/17,ESC_GA2599AA,SRR5445232;ILLUMINA;Paired;300;SRX2734263,Livestock,Bovine,animal-cattle-dairy cow,2017,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN06712429,SRS2122156,B1,B1,fimH54
ESC_GA2812AA,NC_C19-08,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,20/4/17,19/4/17,ESC_GA2812AA,SRR5459141;ILLUMINA;Paired;500;SRX2747154,Livestock,Bovine,cattle,2016,,,,Africa,Uganda,,,,,,,PRJNA293225,SRP103093,SAMN06677724,SRS2133457,B1,,fimH1325
ESC_GA2983AA,PSU-0060,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,24/4/17,24/4/17,ESC_GA2983AA,SRR5470823;ILLUMINA;Paired;500;SRX2755406,Livestock,Bovine,cow,1999,,,,North America,United States,Michigan,,,,,,PRJNA357722,SRP101500,SAMN06680921,SRS2140527,B1,,fimH31
ESC_GA6975AA,ECH+02,JCVI,Shigella flexneri,,,,,,,,,16/6/17,15/6/17,ESC_GA6975AA,SRR5660167;ILLUMINA;Paired;;SRX2896496,Human,Human,Homo sapiens; Age: 41 year; male; Rectal swab,2014,11,,,Asia,Thailand,,,,,18.5745,99.0087,PRJNA389557,SRP108857,SAMN07203021,SRS2263958,B1,B1,fimH30
ESC_GA6976AA,ECH+03,JCVI,Shigella flexneri,,,,,,,,,16/6/17,15/6/17,ESC_GA6976AA,SRR5660166;ILLUMINA;Paired;;SRX2896495,Human,Human,Homo sapiens; Age: 29 year; female; Rectal swab,2014,11,,,Asia,Thailand,,,,,18.5745,99.0087,PRJNA389557,SRP108857,SAMN07203020,SRS2263957,B1,,fimH30
ESC_GA7275AA,FSIS1701856,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,O8,,,,,,,28/6/17,27/6/17,ESC_GA7275AA,SRR5762158;ILLUMINA;Paired;500;SRX2961881,Livestock,Swine,animal-swine-sow,2017,,,,North America,United States,Tennessee,,,,,,PRJNA292667,SRP066916,SAMN07283931,SRS2318659,B1,,fimH30
ESC_GA7459AA,ZTA15/01816-1EB1,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,30/6/17,29/6/17,ESC_GA7459AA,ERR2019258;ILLUMINA;Paired;300;ERX2078510,Livestock,Bovine,Bos taurus; caecal sample,2015,,,,Europe,Spain,,,,,40.463684,-3.749237,PRJEB21546,ERP023807,SAMEA104142977,ERS1801995,B1,B1,fimH32
ESC_GA7472AA,152169,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,30/6/17,29/6/17,ESC_GA7472AA,ERR2019245;ILLUMINA;Paired;663;ERX2078497,Livestock,Swine,Sus scrofa domesticus; fresh meat,2015,,,,Europe,Spain,,,,,40.463671,-3.749224,PRJEB21546,ERP023807,SAMEA104142964,ERS1801982,B1,,fimH32
ESC_GA7587AA,U15006340001-Eco 546,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,30/6/17,29/6/17,ESC_GA7587AA,ERR2019113;ILLUMINA;Paired;106;ERX2078365,Livestock,Bovine,Bos taurus; animal,2015,,,,Europe,Belgium,,,,,50.503904,4.469953,PRJEB21546,ERP023807,SAMEA104142832,ERS1801850,B1,,fimH32
ESC_GA7605AA,ESBL-15/0038,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,30/6/17,29/6/17,ESC_GA7605AA,ERR2019093;ILLUMINA;Paired;786;ERX2078345,Livestock,Bovine,Bos taurus; fresh meat,2015,,,,Europe,Austria,,,,,47.516234,14.550075,PRJEB21546,ERP023807,SAMEA104142812,ERS1801830,B1,,fimH54
ESC_GA8202AA,DRC_BKV_11,Institut de recherche experimentale et clinique - IREC,Escherichia coli,,,,,,,,,11/7/17,8/7/17,ESC_GA8202AA,ERR2027622;ILLUMINA;Paired;900;ERX2086774,Human,Human,homo sapiens; Homo sapiens,2014,,,,Africa,Democratic Republic of the Congo,,,,,,,PRJEB21637,ERP023909,SAMEA104153806,ERS1812824,B1,,fimH32
ESC_GA8989AA,FSIS1702625,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,O8,,,,,,,3/8/17,2/8/17,ESC_GA8989AA,SRR5890300;ILLUMINA;Paired;500;SRX3056096,Livestock,Swine,animal-swine-market swine,2017,,,,North America,United States,Indiana,,,,,,PRJNA292667,SRP066916,SAMN07374662,SRS2402061,B1,B1,fimH30
ESC_GA8993AA,FSIS1703145,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/8/17,2/8/17,ESC_GA8993AA,SRR5890288;ILLUMINA;Paired;500;SRX3056084,Livestock,Bovine,animal-cattle-heifer,2017,,,,North America,United States,Nebraska,,,,,,PRJNA292667,SRP066916,SAMN07440312,SRS2402028,B1,,fimH1216
ESC_GA9109AA,FSIS1703149,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,5/8/17,4/8/17,ESC_GA9109AA,SRR5901513;ILLUMINA;Paired;500;SRX3063082,Livestock,Swine,animal-swine-market swine,2017,,,,North America,United States,Kansas,,,,,,PRJNA292667,SRP066916,SAMN07450949,SRS2408197,B1,,fimH54
ESC_GA9300AA,FSIS1703165,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,9/8/17,8/8/17,ESC_GA9300AA,SRR5912882;ILLUMINA;Paired;500;SRX3073874,Livestock,Bovine,animal-cattle-dairy cow,2017,,,,North America,United States,Michigan,,,,,,PRJNA292667,SRP066916,SAMN07461232,SRS2415898,B1,,fimH24
ESC_HA0245AA,FSIS1703529,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,O8,,,,,,,23/8/17,22/8/17,ESC_HA0245AA,SRR5956527;ILLUMINA;Paired;500;SRX3114894,Livestock,Bovine,animal-cattle-dairy cow,2017,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN07537106,SRS2449883,B1,,fimH24
