Uberstrain	Name	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Disease	Date Entered	Release Date	Barcode	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC2350 (subsp.)
ESC_EA1705AA	MOD1-EC6849	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		Ox13:H8							28/7/16	1/1/15	ESC_EA1705AA	SRR3957089;ILLUMINA;Paired;300;SRX1981099	Companion Animal	Ovine	"caprine, ibex, Cretan-Rectum"	1996	7			North America	United States	California						PRJNA230969	SRP058582	SAMN04992215	SRS1588543	NaN	27963	27963	27963	27963	27963	27963	27963	27963	4579	106	106	1
ESC_EA1720AA	MOD1-EC6368	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O141:H16							28/7/16	1/1/15	ESC_EA1720AA	SRR3957074;ILLUMINA;Paired;300;SRX1981084	Wild Animal	Avian	"avian, parrot-Feces"	1987	10			North America	United States	Texas						PRJNA230969	SRP058582	SAMN04992984	SRS1588528	NaN	27948	27948	27948	27948	27948	27948	27948	1337	1060	106	106	1
ESC_EA1979AA	ECOR34	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O88:NM	B1	Non pathogen			ecor34		28/7/16	1/1/15	ESC_EA1979AA	"SRR3951497;ILLUMINA;Paired;300;SRX1976292,SRR4098834;ILLUMINA;Paired;300;SRX2067289"	Companion Animal	Canine	Canis familiaris; dog	1995				North America	United States	Massachusetts						PRJNA230969	SRP058582	SAMN04913880	SRS1584325	NaN	23340	23340	8221	8221	8221	8221	8221	5154	3602	106	106	1
ESC_EA2038AA	MOD1-EC6985	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O141:H12							29/7/16	1/1/15	ESC_EA2038AA	"SRR3977094;ILLUMINA;Paired;300;SRX1985246,SRR3987457;ILLUMINA;Paired;300;SRX1988295"	Livestock	Bovine	"bovine, cow-Milk"	1998	8			North America	United States	Colorado						PRJNA230969	SRP058582	SAMN04992351	SRS1590266	NaN	28287	28287	28287	28287	28287	28287	28287	28287	1060	106	106	1
ESC_EA2172AA	MOD1-EC6880	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O153							29/7/16	1/1/15	ESC_EA2172AA	SRR3972934;ILLUMINA;Paired;300;SRX1984189	Livestock	Bovine	"bovine, cow-Feces"	1997	7			North America	United States	Michigan						PRJNA230969	SRP058582	SAMN04992246	SRS1589814	NaN	28086	28086	28086	28086	28086	28086	28086	15360	1060	106	106	1
ESC_EA2174AA	MOD1-EC6878	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O124							29/7/16	1/1/15	ESC_EA2174AA	SRR3972844;ILLUMINA;Paired;300;SRX1984177	Livestock	Bovine	"bovine, cow-Feces"	1997	7			North America	United States	Michigan						PRJNA230969	SRP058582	SAMN04992244	SRS1589809	NaN	28084	28084	28084	28084	28084	28084	28084	28084	1060	106	106	1
ESC_EA2179AA	MOD1-EC6870	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O119:H4							29/7/16	1/1/15	ESC_EA2179AA	SRR3972555;ILLUMINA;Paired;300;SRX1984144	Livestock	Bovine	"bovine, cow-Feces"	1997	3			North America	United States	Pennsylvania						PRJNA230969	SRP058582	SAMN04992236	SRS1589798	NaN	28079	28079	28079	28079	28079	28079	28079	28079	6686	106	106	1
ESC_EA2193AA	MOD1-EC6851	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O123							29/7/16	1/1/15	ESC_EA2193AA	SRR3972151;ILLUMINA;Paired;300;SRX1984099	Companion Animal	Ovine	"ovine, oulfon sheep-Rectum"	1996	7			North America	United States	California						PRJNA230969	SRP058582	SAMN04992217	SRS1589776	NaN	28061	28061	28061	28061	27963	27963	27963	27963	4579	106	106	1
ESC_EA2195AA	MOD1-EC6848	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O6							29/7/16	1/1/15	ESC_EA2195AA	SRR3972148;ILLUMINA;Paired;300;SRX1984097	Human	Human	"Cervidae, Calamian-Rectum"	1996	7			North America	United States	California						PRJNA230969	SRP058582	SAMN04992214	SRS1589773	NaN	28059	28059	28059	28059	28059	28059	28059	28059	3602	106	106	1
ESC_EA2206AA	MOD1-EC6833	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O158							29/7/16	1/1/15	ESC_EA2206AA	SRR3972131;ILLUMINA;Paired;300;SRX1984039	Livestock	Bovine	"bovine, cow-Feces"	1996	6			North America	United States	Michigan						PRJNA230969	SRP058582	SAMN04992199	SRS1589749	NaN	28049	28049	28049	28049	28049	28049	28049	23695	3602	106	106	1
ESC_EA2223AA	MOD1-EC6916	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O116:H38							29/7/16	1/1/15	ESC_EA2223AA	SRR3971186;ILLUMINA;Paired;500;SRX1983916	Livestock	Swine	"porcine, pig-Kidney"	1975	1			North America	United States	Pennsylvania						PRJNA230969	SRP058582	SAMN04992282	SRS1589704	NaN	28026	28026	28026	28026	28026	28026	28026	28026	28026	106	106	1
ESC_EA2286AA	MOD1-EC6698	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O58:H56							30/7/16	1/1/15	ESC_EA2286AA	SRR3987648;ILLUMINA;Paired;300;SRX1988979	Human	Human	Homo sapiens; homo sapiens-Blood	1992	10			North America	United States	Massachusetts						PRJNA230969	SRP058582	SAMN04992528	SRS1592733	NaN	28339	28339	28339	28339	28339	28339	28339	28339	1060	106	106	1
ESC_EA2289AA	MOD1-EC6693	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O158:H56							30/7/16	1/1/15	ESC_EA2289AA	SRR3987644;ILLUMINA;Paired;300;SRX1988976	Human	Human	Homo sapiens; homo sapiens-Blood	1992	10			North America	United States	Massachusetts						PRJNA230969	SRP058582	SAMN04992523	SRS1592730	NaN	28336	28336	28336	28336	28336	28336	28336	28336	1060	106	106	1
ESC_EA2332AA	MOD1-EC6647	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O86							30/7/16	1/1/15	ESC_EA2332AA	SRR3987568;ILLUMINA;Paired;300;SRX1988912	Human	Human	Homo sapiens; homo sapiens-Feces	1991	2			Asia	Saudi Arabia							PRJNA230969	SRP058582	SAMN04992477	SRS1592666	NaN	28300	28300	28300	28300	28300	28300	28300	28300	28300	106	106	1
ESC_EA2356AA	MOD1-EC6547	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O26							30/7/16	1/1/15	ESC_EA2356AA	SRR3987539;ILLUMINA;Paired;300;SRX1988862	Poultry	Avian	"avian, Gallus gallus domesticus-Lung"	1990	6			North America	United States	Pennsylvania						PRJNA230969	SRP058582	SAMN04993169	SRS1592634	NaN	28812	28812	28812	28812	28812	28812	28812	28812	1060	106	106	1
ESC_EA2361AA	MOD1-EC6539	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O53:H10							30/7/16	1/1/15	ESC_EA2361AA	SRR3987534;ILLUMINA;Paired;300;SRX1988857	Livestock	Bovine	"bovine, cow-Mammary Gland"	1990	6			North America	United States	Pennsylvania						PRJNA230969	SRP058582	SAMN04993161	SRS1592629	NaN	28807	28807	28807	28807	28807	28807	28807	28336	1060	106	106	1
ESC_EA2388AA	MOD1-EC5881	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O58:H40							29/7/16	1/1/15	ESC_EA2388AA	SRR3987507;ILLUMINA;Paired;300;SRX1988713	Companion Animal	Air	kidney	1985	7			North America	United States	Pennsylvania						PRJNA230969	SRP058582	SAMN05439368	SRS1592485	NaN	28780	28780	28780	28780	28780	28780	28780	28780	1060	106	106	1
ESC_EA2397AA	MOD1-EC5841	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O401:H21							29/7/16	1/1/15	ESC_EA2397AA	SRR3987498;ILLUMINA;Paired;300;SRX1988694	Livestock	Air	Intestine-Small	1984	7			North America	United States	Pennsylvania						PRJNA230969	SRP058582	SAMN05439377	SRS1592467	NaN	28771	28771	28771	28771	28771	28771	28771	23695	3602	106	106	1
ESC_EA2446AA	MOD1-EC5714	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O160:H1							31/7/16	1/1/15	ESC_EA2446AA	SRR3988167;ILLUMINA;Paired;300;SRX1989691	Livestock	Bovine	Bos taurus; Feces-Bovine	1981	3			North America	United States	Colorado						PRJNA230969	SRP058582	SAMN05440445	SRS1593516	NaN	27659	27659	27659	27659	27659	27659	27659	27659	1060	106	106	1
ESC_EA2470AA	MOD1-EC5748	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O121:H21							31/7/16	1/1/15	ESC_EA2470AA	SRR3988135;ILLUMINA;Paired;300;SRX1989667	Livestock	Bovine	Bos taurus; bovine Intestine-Small	1982	6			North America	United States	Tennessee						PRJNA230969	SRP058582	SAMN05439342	SRS1593394	NaN	27614	27614	27614	27614	27614	27614	27614	27614	1060	106	106	1
ESC_EA2596AA	MOD1-EC5712	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O155:H24							31/7/16	1/1/15	ESC_EA2596AA	SRR3987979;ILLUMINA;Paired;500;SRX1989324	Livestock	Bovine	Bos taurus; Feces-Bovine	1981	3			North America	United States	Colorado						PRJNA230969	SRP058582	SAMN05452909	SRS1593066	NaN	27436	27436	27436	27436	27436	27436	27436	27436	1060	106	106	1
ESC_EA2603AA	MOD1-EC5705	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O78:H40							31/7/16	1/1/15	ESC_EA2603AA	SRR3987972;ILLUMINA;Paired;500;SRX1989317	Poultry	Avian	Gallus gallus; Feces-Chicken	1981	3			North America	United States	Colorado						PRJNA230969	SRP058582	SAMN05452916	SRS1593060	NaN	27431	27431	27431	27431	27431	27431	27431	27431	1060	106	106	1
ESC_EA2654AA	MOD1-EC6334	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O91:H40							31/7/16	1/1/15	ESC_EA2654AA	SRR3987912;ILLUMINA;Paired;300;SRX1989201	Livestock	Bovine	"food, ground beef-Food Sample"	1987	8			North America	United States	Michigan						PRJNA230969	SRP058582	SAMN05440431	SRS1592948	NaN	27375	27375	27375	27375	27375	27375	21264	10660	1060	106	106	1
ESC_EA2681AA	MOD1-EC5994	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O10:H36							29/7/16	1/1/15	ESC_EA2681AA	SRR3987746;ILLUMINA;Paired;300;SRX1989169	Livestock	Bovine	milk	2010	2			North America	United States	New York		New York				PRJNA230969	SRP058582	SAMN05439432	SRS1592917	NaN	27349	27349	27349	27349	27349	27349	27349	27349	1060	106	106	1
ESC_EA2738AA	MOD1-EC6266	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O101:H9							31/7/16	1/1/15	ESC_EA2738AA	SRR3987689;ILLUMINA;Paired;500;SRX1989020	Companion Animal	Ovine	"caprine, Capra , goat-Feces"	1986	11			North America	United States							PRJNA230969	SRP058582	SAMN05452900	SRS1592772	NaN	27522	27522	27522	27522	27522	27522	27522	27522	1060	106	106	1
ESC_EA2753AA	MOD1-EC5661	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O175:H21							31/7/16	1/1/15	ESC_EA2753AA	SRR3987673;ILLUMINA;Paired;500;SRX1989002	Livestock	Bovine	Bos taurus; Feces-Bovine	1980	7			North America	United States	Colorado						PRJNA230969	SRP058582	SAMN05452862	SRS1592756	NaN	27459	27459	27459	27459	27459	27459	27459	27459	1060	106	106	1
ESC_EA2802AA	MOD1-EC5546	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O22:H21							1/8/16	1/1/15	ESC_EA2802AA	SRR3989769;ILLUMINA;Paired;300;SRX1991344	Livestock	Bovine	Bos taurus; Feces-Bovine	1979	4			North America	United States	Colorado						PRJNA230969	SRP058582	SAMN05440390	SRS1594144	NaN	27679	27679	27679	27679	27679	27679	27679	27679	1060	106	106	1
ESC_EA2808AA	MOD1-EC5526	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O20:H27							1/8/16	1/1/15	ESC_EA2808AA	SRR3989763;ILLUMINA;Paired;300;SRX1991338	Poultry	Avian	Gallus gallus; Feces-Chicken	1978	6			North America	United States	Colorado						PRJNA230969	SRP058582	SAMN05440396	SRS1594138	NaN	27673	27673	27673	27673	27673	27673	27673	11880	6277	106	106	1
ESC_EA2909AA	MOD1-EC3802	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O104:H7							1/8/16	1/1/15	ESC_EA2909AA	SRR3989588;ILLUMINA;Paired;300;SRX1991191	Livestock	Bovine	Bos taurus; bovine feces	2013	7			North America	United States	Kansas						PRJNA230969	SRP058582	SAMN05440280	SRS1593991	NaN	27256	27256	27256	27256	27256	27256	27239	27239	1060	106	106	1
ESC_EA2940AA	MOD1-EC2594	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O104:H7							1/8/16	1/1/15	ESC_EA2940AA	SRR3989506;ILLUMINA;Paired;500;SRX1991151	Livestock	Bovine	Bos taurus; bovine feces	2013	7			North America	United States	Kansas						PRJNA230969	SRP058582	SAMN05452846	SRS1593951	NaN	27239	27239	27239	27239	27239	27239	27239	27239	1060	106	106	1
ESC_EA3050AA	MOD1-EC5770	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O39:H21							3/8/16	1/1/15	ESC_EA3050AA	SRR3993844;ILLUMINA;Paired;300;SRX1994848	Livestock	Ovine	Ovis aries; ovine Lung	1982	9			North America	United States	Pennsylvania						PRJNA230969	SRP058582	SAMN05468023	SRS1597422	NaN	28629	28629	28629	28629	28629	28629	28587	28587	3602	106	106	1
ESC_EA3092AA	MOD1-EC5179	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									3/8/16	1/1/15	ESC_EA3092AA	SRR3993799;ILLUMINA;Paired;300;SRX1994796	Wild Animal	Avian	"avian, goose_Feces"	1992	11			North America	United States	New York		New York				PRJNA230969	SRP058582	SAMN04279518	SRS1597370	NaN	28587	28587	28587	28587	28587	28587	28587	28587	3602	106	106	1
ESC_EA4081AA	CFSAN046659	FDA/CFSAN	Escherichia coli		O116:H21							19/8/16	24/7/16	ESC_EA4081AA	SRR3931199;ILLUMINA;Paired;;SRX1960667	Environment	Plant	Spinach	2009				North America	United States							PRJNA312475	SRP078859	SAMN05414504	SRS1570687	NaN	58616	29357	29357	29357	29357	29357	29357	29357	29357	106	106	1
ESC_EA4247AA	MOD1-EC3563	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									24/8/16	1/1/15	ESC_EA4247AA	SRR4046411;ILLUMINA;Paired;500;SRX2037306	Livestock	Swine	"feces Sow,Sus scrofa"	2014	11			North America	United States	Kentucky						PRJNA230969	SRP058582	SAMN05596240	SRS1631065	NaN	29566	29566	29566	29566	29566	29566	29566	1186	1186	106	106	1
ESC_EA5058AA	MOD1-EC3602	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/9/16	1/1/15	ESC_EA5058AA	"SRR5181652;ILLUMINA;Paired;300;SRX2497773,SRR4175531;ILLUMINA;Paired;500;SRX2140753"	Livestock	Bovine	"feces Dairy Cow,Bos taurus"	2014	12			North America	United States	Florida						PRJNA230969	SRP058582	SAMN05596404	SRS1672677	NaN	30187	30187	30187	30187	30187	30187	30187	4600	1060	106	106	1
ESC_EA5874AA	MOD1-EC1634	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O174:H25							20/9/16	1/1/15	ESC_EA5874AA	SRR4263664;ILLUMINA;Paired;300;SRX2176058	Human	Human	Homo sapiens; feces	1988				North America	Canada							PRJNA230969	SRP058582	SAMN05607404	SRS1703352	NaN	30899	30899	30899	30899	30899	30899	30899	15360	1060	106	106	1
ESC_EA5939AA	MOD1-EC3759	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									20/9/16	1/1/15	ESC_EA5939AA	SRR4260153;ILLUMINA;Paired;300;SRX2175992	Livestock	Bovine	"feces Steer,Bos taurus"	2014	2			North America	United States	Texas						PRJNA230969	SRP058582	SAMN05596710	SRS1703286	NaN	30884	30884	30884	30884	30884	30884	30884	30884	1060	106	106	1
ESC_EA6247AA	MOD1-EC3530	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									27/9/16	1/1/15	ESC_EA6247AA	SRR4294894;ILLUMINA;Paired;300;SRX2190305	Livestock	Bovine	"feces Steer,Bos taurus"	2014	9			North America	United States	Pennsylvania						PRJNA230969	SRP058582	SAMN05596214	SRS1712878	NaN	31191	31191	31191	31191	31191	31191	31191	31191	1060	106	106	1
ESC_EA6271AA	MOD1-EC3490	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									27/9/16	1/1/15	ESC_EA6271AA	SRR4294822;ILLUMINA;Paired;300;SRX2190264	Livestock	Bovine	"feces Steer,Bos taurus"	2014	9			North America	United States	Iowa						PRJNA230969	SRP058582	SAMN05596099	SRS1712837	NaN	33255	33255	33255	33255	33255	33255	33255	33255	1060	106	106	1
ESC_EA6272AA	MOD1-EC3489	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									27/9/16	1/1/15	ESC_EA6272AA	SRR4294821;ILLUMINA;Paired;300;SRX2190263	Livestock	Bovine	"feces Heifer,Bos taurus"	2014	9			North America	United States	Missouri						PRJNA230969	SRP058582	SAMN05596100	SRS1712836	NaN	31179	31179	31179	31179	31179	31179	31179	31179	1060	106	106	1
ESC_EA6395AA	IA-419718	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O121							30/9/16	1/1/15	ESC_EA6395AA	SRR4301123;ILLUMINA;Paired;500;SRX2195618	Livestock	Bovine	beef Trim	2016	8			North America	United States	Iowa						PRJNA338681	SRP083072	SAMN05829273	SRS1717551	NaN	31235	31235	31235	31235	31235	31235	31235	31235	1060	106	106	1
ESC_EA6396AA	IA-2014078789	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									30/9/16	1/1/15	ESC_EA6396AA	SRR4301122;ILLUMINA;Paired;500;SRX2195617	Livestock	Bovine	Beef carcass trim	2014	10			North America	United States	Iowa						PRJNA338681	SRP083072	SAMN05829272	SRS1717550	NaN	31287	31287	31287	31287	31287	31287	31287	31287	1060	106	106	1
ESC_EA8416AA	MOD1-EC1659	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O153:H25							4/10/16	1/1/15	ESC_EA8416AA	SRR4340433;ILLUMINA;Paired;300;SRX2207770	Human	Human	Homo sapiens; feces	1999				North America	United States	Ohio						PRJNA230969	SRP058582	SAMN05607382	SRS1725336	NaN	32625	32625	32625	32625	32625	32625	32625	15360	1060	106	106	1
ESC_FA2108AA	PNUSAE004413	Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli									9/11/16	8/11/16	ESC_FA2108AA	SRR5004156;ILLUMINA;Paired;;SRX2336015	Environment	Soil/Dust	Stool	2016	8			North America	United States							PRJNA218110	SRP046387	SAMN05992170	SRS1789539	NaN	34604	34604	34604	34604	34604	34604	34604	1186	1186	106	106	1
ESC_FA3864AA	131439	Public Health England										18/11/16	18/11/16	ESC_FA3864AA	SRR5031173;ILLUMINA;Paired;;SRX2356381	Human	Human	Human; Homo sapiens	2015	7			Europe	United Kingdom							PRJNA315192	SRP071789	SAMN06030756	SRS1805409	NaN	36578	36578	36578	36578	36578	36578	36578	36578	1060	106	106	1
ESC_FA3908AA	143527	Public Health England										18/11/16	18/11/16	ESC_FA3908AA	SRR5030800;ILLUMINA;Paired;;SRX2356029	Human	Human	Human; Homo sapiens	2015	8			Europe	United Kingdom							PRJNA315192	SRP071789	SAMN06030696	SRS1805078	NaN	21592	21592	21592	21592	21592	21592	4086	1186	1186	106	106	1
ESC_FA5623AA	E. coli_R31	UNIVERSITY OF COPENHAGEN	Escherichia coli									16/12/16	15/12/16	ESC_FA5623AA	ERR1656416;ILLUMINA;Paired;150;ERX1726732	Wild Animal	Swine	Sus scrofa	2015				Europe	Denmark					55.676098	12.568337	PRJEB15511	ERP017320	SAMEA4464651	ERS1363830	NaN	77368	77368	38540	38540	38540	38540	38540	1186	1186	106	106	1
ESC_FA5629AA	E. coli_R25	UNIVERSITY OF COPENHAGEN	Escherichia coli									16/12/16	15/12/16	ESC_FA5629AA	ERR1656410;ILLUMINA;Paired;150;ERX1726726	Wild Animal	Swine	Sus scrofa	2015				Europe	Denmark					55.676098	12.568337	PRJEB15511	ERP017320	SAMEA4464645	ERS1363824	NaN	80494	38543	38540	38540	38540	38540	38540	1186	1186	106	106	1
ESC_FA5636AA	E. coli_R18	UNIVERSITY OF COPENHAGEN	Escherichia coli									16/12/16	15/12/16	ESC_FA5636AA	ERR1656403;ILLUMINA;Paired;150;ERX1726719	Wild Animal	Swine	Sus scrofa	2015				Europe	Denmark					55.676098	12.568337	PRJEB15511	ERP017320	SAMEA4464638	ERS1363817	NaN	38548	38547	38547	38547	38547	38547	38547	1186	1186	106	106	1
ESC_FA5637AA	E. coli_R17	UNIVERSITY OF COPENHAGEN	Escherichia coli									16/12/16	15/12/16	ESC_FA5637AA	ERR1656402;ILLUMINA;Paired;150;ERX1726718	Wild Animal	Swine	Sus scrofa	2015				Europe	Denmark					55.676098	12.568337	PRJEB15511	ERP017320	SAMEA4464637	ERS1363816	NaN	77359	38547	38547	38547	38547	38547	38547	1186	1186	106	106	1
ESC_FA5638AA	E. coli_R16	UNIVERSITY OF COPENHAGEN	Escherichia coli									16/12/16	15/12/16	ESC_FA5638AA	ERR1656401;ILLUMINA;Paired;150;ERX1726717	Wild Animal	Swine	Sus scrofa	2015				Europe	Denmark					55.676098	12.568337	PRJEB15511	ERP017320	SAMEA4464636	ERS1363815	NaN	77354	38547	38547	38547	38547	38547	38547	1186	1186	106	106	1
ESC_FA5650AA	E. coli_R4	UNIVERSITY OF COPENHAGEN	Escherichia coli									16/12/16	15/12/16	ESC_FA5650AA	ERR1656389;ILLUMINA;Paired;150;ERX1726705	Wild Animal	Swine	Sus scrofa	2015				Europe	Denmark					55.676098	12.568337	PRJEB15511	ERP017320	SAMEA4464624	ERS1363803	NaN	77365	77365	38547	38547	38547	38547	38547	1186	1186	106	106	1
ESC_FA5721AA	0000-0061-6754	Brigham & Women's Hospital	Escherichia coli									20/12/16	20/12/16	ESC_FA5721AA	SRR5120224;ILLUMINA;Paired;;SRX2435452	Human	Human	urine; Homo sapiens; Age: 80; female	2016				North America	United States	Massachusetts	Suffolk County	Boston		42.3	-71	PRJNA278886	SRP056445	SAMN06015667	SRS1870443	NaN	38667	38667	38667	38667	38667	38667	38667	38667	1060	106	106	1
ESC_FA5820AA	FDA00011148	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									28/12/16	1/1/15	ESC_FA5820AA	SRR5132009;ILLUMINA;Paired;500;SRX2445819	Feed	Animal Feed	Cat Food	2016				North America	United States	North Carolina						PRJNA230969	SRP058582	SAMN06174733	SRS1879519	NaN	38788	38788	38788	38788	38788	38788	38788	38788	38788	106	106	1
ESC_FA7784AA	MOD1-EC5900	FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O58:H40							19/1/17	1/1/15	ESC_FA7784AA	SRR5187806;ILLUMINA;Paired;300;SRX2503725	Poultry	Avian	egg	1985	5			North America	United States	New York		New York				PRJNA230969	SRP058582	SAMN06240052	SRS1928857	NaN	40204	40204	40204	40204	40204	40204	40204	40204	1060	106	106	1
ESC_FA7909AA	OH-98240	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									30/1/17	1/1/15	ESC_FA7909AA	"SRR5217525;ILLUMINA;Paired;500;SRX2527674,SRR5217722;ILLUMINA;Paired;500;SRX2527869"	Poultry	Avian	"Chicken egg, outside shell (Gallus gallus domesticus)"	2016	2			North America	United States	Ohio						PRJNA338676	SRP083292	SAMN06029189	SRS1948534	NaN	40337	40337	40337	40337	40337	40337	39300	39300	1060	106	106	1
ESC_GA0224AA	MOD1-EC3061	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									10/3/17	9/3/17	ESC_GA0224AA	SRR5330902;ILLUMINA;Paired;300;SRX2629897	Livestock	Swine	"feces Sow,Sus scrofa"	2014	5			North America	United States	South Carolina						PRJNA230969	SRP058582	SAMN05597016	SRS2039733	NaN	41914	41914	41914	41914	41914	41914	9048	9048	3838	106	106	1
